year,month,day,hour,lat,lon,sog,cog,hdg,khnp_buoy.ws,khnp_buoy.wd,kma_lightbecon.ws,kma_lightbecon.wd,kma_pagobuoy.max_wh,kma_pagobuoy.sig_wh,kma_pagobuoy.mean_wh,answer
2021,1,9,23,35.451575,129.45005,1.1,136.0,303.8,5.64,3,5.67,15.0,0.8,0.55,0.35,0
2021,1,10,2,35.438044,129.451507,0.7,199.2,315.3,33.4,8,5.56,2.0,0.95,0.7,0.45,0
2021,1,10,3,35.421442,129.455016,0.4,181.1,341.8,26.51,9,5.4,14.0,1.05,0.7,0.5,0
2021,1,10,4,35.42177,129.455739,0.5,156.1,324.0,20.37,8,7.1,14.0,1.25,0.85,0.55,0
2021,1,10,5,35.421804,129.454944,0.5,203.0,330.6,11.11,8,5.48,15.0,1.25,0.9,0.55,0
2021,1,10,6,35.424469,129.455254,0.5,284.1,262.8,11.24,3,5.32,14.0,1.2,0.85,0.6,0
2021,1,10,7,35.425942,129.454429,0.3,128.7,235.3,27.68,3,2.17,13.0,1.25,0.9,0.55,0
2021,1,10,8,35.426065,129.454174,0.2,127.4,228.8,31.42,3,6.34,14.0,1.3,0.95,0.6,0
2021,1,10,9,35.425857,129.455044,0.3,96.5,245.8,38.33,3,13.14,15.0,1.3,0.9,0.6,0
2021,1,10,10,35.4258,129.455236,0.4,206.0,253.1,42.46,3,11.65,14.0,1.4,1.05,0.65,0
2021,1,10,11,35.425736,129.455645,0.3,203.0,253.5,31.37,4,13.31,15.0,1.35,0.95,0.6,0
2021,1,10,12,35.425702,129.455983,0.3,158.4,253.9,26.47,4,13.08,14.0,1.1,0.8,0.5,0
2021,1,27,22,35.422455,129.453812,0.1,202.6,241.7,16.87,3,4.19,15.0,1.0,0.7,0.5,0
2021,1,27,23,35.422533,129.453575,0.0,275.7,234.9,14.1,1,4.14,15.0,0.9,0.6,0.4,0
2021,1,28,0,35.421897,129.453771,0.0,260.1,255.0,6.4,2,3.88,15.0,0.8,0.65,0.45,0
2021,1,28,1,35.420218,129.453332,0.1,208.2,281.8,9.58,9,3.74,15.0,0.75,0.55,0.35,0
2021,1,28,2,35.41977,129.452784,0.1,184.7,348.8,33.01,8,4.0,15.0,0.75,0.55,0.35,0
2021,1,28,4,35.419651,129.45261,0.1,148.5,300.8,46.33,8,3.88,15.0,0.8,0.6,0.4,0
2021,1,28,5,35.419666,129.45254,0.1,211.1,316.9,39.36,8,3.58,15.0,0.85,0.6,0.45,0
2021,1,28,6,35.419712,129.45228,0.0,164.4,92.0,24.04,7,3.65,15.0,1.0,0.7,0.45,0
2021,1,28,7,35.419763,129.452404,0.1,206.1,212.0,10.16,5,2.68,12.0,1.0,0.75,0.5,0
2021,1,28,8,35.422055,129.451822,0.3,148.1,120.9,9.54,4,3.44,12.0,1.1,0.7,0.5,0
2021,1,28,9,35.422887,129.453385,0.1,121.5,192.3,13.42,0,4.55,11.0,1.05,0.8,0.5,0
2021,1,28,10,35.423169,129.453793,0.1,192.1,207.0,15.1,6,7.2,12.0,1.05,0.75,0.5,0
2021,1,28,11,35.423369,129.454179,0.1,168.8,211.8,32.64,6,10.64,11.0,0.9,0.65,0.4,0
2021,1,28,12,35.423271,129.454644,0.2,199.8,221.7,27.53,6,9.0,12.0,1.3,0.85,0.5,0
2021,1,28,13,35.423081,129.454919,0.1,190.6,227.8,16.73,6,9.62,12.0,1.05,0.8,0.55,0
2021,1,28,14,35.422683,129.455302,0.1,174.7,238.1,16.32,0,9.59,13.0,1.1,0.7,0.4,0
2021,1,28,15,35.421724,129.455632,0.2,169.8,257.7,19.82,4,10.41,13.0,0.85,0.6,0.35,0
2021,1,28,16,35.420928,129.456105,0.3,118.4,272.9,17.83,7,13.28,14.0,0.8,0.55,0.35,0
2021,1,28,17,35.419568,129.455616,0.4,150.4,304.6,32.39,8,12.14,15.0,1.05,0.7,0.45,0
2021,1,28,18,35.41953,129.45589,0.4,126.3,301.8,28.64,8,9.5,14.0,1.0,0.75,0.5,0
2021,1,28,19,35.419782,129.456248,0.2,177.0,291.1,23.69,8,8.32,14.0,1.05,0.7,0.45,0
2021,1,28,20,35.420207,129.456472,0.2,132.5,281.0,10.2,7,10.47,14.0,0.85,0.65,0.45,0
2021,1,28,21,35.420369,129.45684,0.2,142.8,275.2,13.0,2,10.65,14.0,0.75,0.55,0.35,0
2021,1,28,22,35.420668,129.456946,0.1,179.7,268.4,26.81,3,13.58,14.0,0.85,0.6,0.4,0
2021,1,30,9,35.434586,129.459,0.6,90.2,237.4,21.86,3,8.28,11.0,1.3,0.9,0.55,0
2021,1,30,10,35.436012,129.458807,0.3,180.7,205.8,33.79,3,8.83,10.0,1.35,0.95,0.55,0
2021,1,30,11,35.435975,129.458922,0.2,120.1,217.2,58.24,4,8.71,10.0,1.45,1.0,0.6,0
2021,1,30,16,35.452273,129.433014,0.2,200.5,234.6,48.26,3,4.34,12.0,1.6,0.95,0.65,0
2021,1,30,17,35.452257,129.433,0.2,177.3,232.3,23.44,3,4.27,12.0,1.25,0.9,0.6,0
2021,1,30,18,35.453482,129.432473,0.2,194.8,228.4,11.82,3,3.29,12.0,1.3,0.95,0.65,0
2021,1,30,19,35.452025,129.433176,0.2,226.4,243.8,9.79,4,2.72,13.0,1.25,0.9,0.6,0
2021,1,30,20,35.452011,129.433169,0.2,207.6,245.0,8.44,8,3.69,14.0,1.25,0.95,0.7,0
2021,1,30,21,35.451623,129.433279,0.2,140.4,256.7,14.22,2,4.46,14.0,1.3,1.0,0.65,0
2021,1,30,22,35.452071,129.432862,0.2,184.6,245.7,13.68,4,2.93,14.0,1.3,0.8,0.55,0
2021,1,30,23,35.452213,129.432683,0.1,172.7,241.1,21.46,6,2.99,14.0,0.95,0.75,0.5,0
2021,1,31,0,35.452306,129.432174,0.2,145.6,251.9,23.64,5,3.64,14.0,1.3,0.9,0.55,0
2021,1,31,1,35.452028,129.432377,0.1,124.8,264.9,17.69,4,3.59,14.0,1.1,0.75,0.45,0
2021,1,31,2,35.452027,129.432205,0.2,177.9,275.3,10.51,1,2.63,14.0,1.05,0.8,0.45,0
2021,1,31,3,35.451682,129.432655,0.2,157.6,254.6,11.33,3,3.1,14.0,1.15,0.85,0.55,0
2021,1,31,4,35.450789,129.432177,0.3,181.3,187.9,9.83,10,2.86,13.0,1.3,0.9,0.6,0
2021,1,31,5,35.450451,129.431496,0.3,214.5,131.5,17.06,12,3.93,13.0,1.25,0.95,0.6,0
2021,1,31,6,35.450041,129.4315,0.3,200.6,167.2,14.31,15,5.15,14.0,1.25,0.85,0.5,0
2021,1,31,7,35.4498,129.432188,0.3,237.5,326.4,11.82,15,3.35,15.0,1.1,0.8,0.45,0
2021,1,31,8,35.450226,129.432674,0.3,214.8,322.0,15.86,12,2.13,14.0,0.95,0.75,0.45,0
2021,1,31,9,35.451184,129.432005,0.4,178.2,302.0,8.23,8,0.58,4.0,1.1,0.8,0.55,0
2021,1,31,10,35.451602,129.432874,0.2,152.2,264.0,13.36,2,0.88,6.0,1.25,0.85,0.55,0
2021,1,31,11,35.454131,129.420967,0.1,200.8,232.7,17.64,4,1.47,7.0,1.3,1.0,0.65,0
2021,1,31,12,35.449438,129.444426,0.3,200.8,214.2,23.06,5,2.85,8.0,1.3,0.9,0.55,0
2021,1,31,13,35.450662,129.439013,0.4,161.2,210.0,33.36,5,5.22,9.0,1.55,1.25,0.85,0
2021,1,31,14,35.451623,129.433116,0.3,181.9,200.4,37.54,5,6.45,9.0,1.55,1.15,0.8,0
2021,1,31,15,35.451977,129.432399,0.4,188.2,194.3,36.0,5,7.88,9.0,1.35,0.95,0.6,0
2021,1,31,16,35.451703,129.43264,0.4,194.1,185.9,25.28,5,8.22,10.0,1.65,1.05,0.65,0
2021,1,31,17,35.452507,129.431537,0.4,190.4,182.7,15.42,3,7.77,10.0,1.4,0.95,0.55,0
2021,1,31,18,35.45225,129.43205,0.3,206.6,186.5,14.23,3,6.89,10.0,1.25,0.95,0.65,0
2021,1,31,19,35.452524,129.431691,0.3,202.2,192.8,9.12,1,4.43,11.0,1.4,0.85,0.55,0
2021,1,31,20,35.453428,129.425386,0.3,199.1,197.8,18.47,11,5.12,11.0,1.2,0.85,0.5,0
2021,1,31,21,35.455366,129.410628,0.1,181.2,197.2,9.26,3,5.94,11.0,1.2,0.85,0.55,0
2021,1,31,22,35.455263,129.410782,0.1,176.0,205.8,28.24,3,7.47,11.0,1.35,0.9,0.55,0
2021,1,31,23,35.455428,129.410721,0.1,185.1,202.1,45.74,3,8.4,11.0,1.4,0.9,0.55,0
2021,2,1,0,35.455478,129.410749,0.1,154.8,202.0,55.74,3,11.76,10.0,1.2,0.85,0.55,0
2021,2,1,1,35.455509,129.410451,0.1,208.0,193.2,59.98,3,12.58,10.0,1.7,1.2,0.75,0
2021,2,1,2,35.455562,129.410399,0.1,156.3,194.2,54.54,3,10.69,10.0,1.5,1.05,0.7,0
2021,2,1,3,35.45551,129.410382,0.2,192.2,194.8,38.17,3,10.78,11.0,2.0,1.45,1.0,0
2021,2,1,4,35.45553,129.410081,0.2,173.9,185.8,23.04,3,12.6,10.0,1.8,1.2,0.8,0
2021,2,1,5,35.455539,129.409693,0.2,180.3,173.4,10.34,3,12.81,10.0,2.0,1.5,1.0,0
2021,2,1,8,35.455255,129.409147,0.3,205.7,186.3,19.89,8,3.17,12.0,2.2,1.65,1.1,0
2021,2,2,8,35.439874,129.464727,0.5,139.2,326.6,32.31,10,4.21,12.0,0.65,0.45,0.3,0
2021,2,2,9,35.439833,129.465132,0.2,139.9,302.1,25.94,8,5.08,14.0,0.6,0.4,0.25,0
2021,2,2,10,35.440922,129.465783,0.2,145.1,275.9,10.99,8,9.79,14.0,0.6,0.4,0.25,0
2021,2,2,11,35.439862,129.461032,0.2,175.8,268.8,7.81,3,5.57,12.0,0.5,0.4,0.2,0
2021,2,2,12,35.438054,129.451142,0.1,275.4,248.2,25.33,3,7.85,13.0,0.45,0.35,0.2,0
2021,2,2,13,35.438544,129.449361,0.1,256.4,232.2,44.08,4,7.73,14.0,0.6,0.4,0.25,0
2021,2,2,14,35.438763,129.449509,0.1,259.6,232.6,53.34,4,6.69,14.0,0.95,0.7,0.45,0
2021,2,2,15,35.438822,129.449808,0.1,257.3,232.6,49.36,4,7.2,14.0,1.25,0.85,0.55,0
2021,2,2,16,35.43866,129.449912,0.1,177.6,237.4,38.24,4,8.1,14.0,1.2,0.85,0.55,0
2021,2,2,17,35.438203,129.449842,0.1,182.4,247.4,32.98,3,4.88,14.0,1.1,0.65,0.4,0
2021,2,2,18,35.437387,129.450258,0.1,160.4,266.0,20.21,3,4.25,1.0,0.9,0.65,0.45,0
2021,2,2,19,35.435869,129.450289,0.2,201.4,319.3,11.84,8,6.2,15.0,0.8,0.6,0.4,0
2021,2,2,20,35.435351,129.449834,0.2,189.0,342.2,11.76,11,4.74,1.0,0.9,0.6,0.4,0
2021,2,2,21,35.435355,129.449948,0.2,144.2,336.2,18.37,8,4.97,15.0,0.85,0.6,0.4,0
2021,2,2,22,35.435572,129.450461,0.3,149.6,327.2,14.36,8,3.72,1.0,0.95,0.65,0.4,0
2021,2,2,23,35.436708,129.450447,0.2,181.2,285.9,6.5,2,1.55,1.0,1.0,0.7,0.45,0
2021,2,3,0,35.43852,129.450251,0.1,184.6,224.4,21.28,3,1.32,13.0,1.0,0.7,0.45,0
2021,2,3,1,35.438888,129.450414,0.1,188.8,219.4,35.84,3,1.58,14.0,1.0,0.7,0.5,0
2021,2,3,2,35.438919,129.450333,0.1,209.3,221.6,39.19,3,2.59,14.0,0.95,0.7,0.45,0
2021,2,3,3,35.438904,129.449994,0.1,220.0,218.0,41.94,3,3.23,15.0,1.2,0.9,0.55,0
2021,2,3,4,35.438386,129.44985,0.1,185.6,236.2,27.78,3,4.8,15.0,1.1,0.85,0.6,0
2021,2,3,5,35.437157,129.450032,0.3,180.4,274.8,16.52,0,5.42,1.0,1.15,0.85,0.6,0
2021,2,3,6,35.435711,129.449817,0.2,205.3,312.7,8.6,1,4.16,1.0,1.1,0.8,0.5,0
2021,2,3,7,35.435201,129.449056,0.2,163.6,247.6,25.64,8,4.92,15.0,1.05,0.85,0.6,0
2021,2,3,8,35.435265,129.449587,0.2,150.1,329.0,31.52,8,6.42,14.0,1.45,0.9,0.6,0
2021,2,3,9,35.404302,129.438275,0.4,164.0,208.3,18.36,9,6.72,15.0,1.25,0.9,0.6,0
2021,2,3,10,35.404379,129.438594,0.4,143.5,343.8,14.4,8,6.61,14.0,1.25,0.8,0.55,0
2021,2,3,11,35.404567,129.438831,0.3,191.5,328.2,7.46,10,6.9,15.0,1.1,0.75,0.45,0
2021,2,3,12,35.407257,129.438854,0.3,192.1,204.4,15.82,2,4.91,14.0,1.0,0.75,0.5,0
2021,2,3,13,35.407629,129.438757,0.2,182.4,192.0,30.0,2,4.78,13.0,1.15,0.75,0.45,0
2021,2,3,14,35.407807,129.438734,0.2,188.2,190.4,45.95,3,4.75,9.0,1.2,0.85,0.55,0
2021,2,3,15,35.407737,129.438886,0.2,194.8,191.6,58.06,3,4.3,9.0,1.0,0.75,0.45,0
2021,2,3,16,35.407743,129.438905,0.2,234.7,194.7,51.54,3,3.14,9.0,0.9,0.7,0.45,0
2021,2,3,17,35.40757,129.438954,0.2,192.5,194.9,45.09,3,1.9,9.0,0.9,0.65,0.45,0
2021,2,3,18,35.407428,129.439436,0.1,135.0,214.3,35.65,3,1.42,11.0,0.8,0.65,0.4,0
2021,2,3,19,35.407115,129.439961,0.1,223.3,240.4,12.75,4,3.76,15.0,0.9,0.6,0.4,0
2021,2,3,20,35.407108,129.440016,0.1,183.5,238.8,7.26,3,4.28,15.0,0.85,0.5,0.35,0
2021,2,3,21,35.406854,129.440158,0.1,204.9,251.2,23.63,8,4.37,13.0,0.75,0.5,0.4,0
2021,2,3,22,35.406962,129.440219,0.1,224.1,245.4,12.96,14,4.2,13.0,0.75,0.55,0.35,0
2021,2,3,23,35.407488,129.439664,0.2,224.1,222.0,9.75,12,5.95,12.0,0.8,0.5,0.3,0
2021,2,4,0,35.407508,129.4398,0.1,156.6,223.9,10.26,2,8.83,11.0,0.8,0.5,0.3,0
2021,2,4,1,35.407629,129.43987,0.2,214.0,225.8,19.84,3,7.95,11.0,0.85,0.55,0.35,0
2021,2,4,2,35.40797,129.439625,0.2,189.5,217.4,35.04,4,4.78,11.0,1.0,0.6,0.35,0
2021,2,4,3,35.408046,129.439674,0.2,212.7,220.0,33.93,3,7.14,11.0,0.8,0.55,0.35,0
2021,2,4,4,35.407976,129.439759,0.2,181.1,221.9,33.37,4,8.21,12.0,0.95,0.7,0.45,0
2021,2,4,5,35.407825,129.440003,0.2,166.8,226.1,25.27,3,8.53,12.0,0.85,0.65,0.4,0
2021,2,4,6,35.409697,129.439946,0.1,162.9,214.6,9.99,3,3.8,14.0,0.9,0.65,0.4,0
2021,2,4,7,35.407399,129.440466,0.3,175.9,274.2,5.58,11,2.25,2.0,0.9,0.65,0.4,0
2021,2,4,8,35.446453,129.452495,0.1,193.8,278.5,19.17,8,4.26,1.0,0.8,0.6,0.45,0
2021,2,4,9,35.445394,129.451982,0.1,184.7,327.8,25.15,9,2.48,15.0,0.75,0.5,0.35,0
2021,2,4,10,35.430877,129.428161,0.2,130.5,300.9,14.83,11,4.79,15.0,0.7,0.5,0.3,0
2021,2,4,11,35.431033,129.428243,0.2,152.4,287.8,15.5,9,4.92,15.0,0.55,0.45,0.25,0
2021,2,4,12,35.449625,129.442278,0.3,112.0,203.0,8.6,9,4.79,15.0,0.6,0.45,0.25,0
2021,2,4,13,35.456817,129.44644,0.0,227.9,265.8,6.94,1,6.74,15.0,0.5,0.35,0.2,0
2021,2,4,14,35.457568,129.445975,0.1,181.3,214.6,16.81,1,7.0,14.0,0.55,0.35,0.2,0
2021,2,4,15,35.457806,129.445983,0.0,227.3,198.1,23.08,2,6.6,15.0,0.65,0.4,0.25,0
2021,2,4,16,35.455779,129.445428,0.1,215.7,203.9,14.17,3,6.6,15.0,0.7,0.5,0.3,0
2021,2,4,17,35.450977,129.43888,0.4,176.8,241.6,17.09,3,7.44,15.0,0.7,0.55,0.35,0
2021,2,4,18,35.448243,129.440955,0.2,164.0,261.9,14.65,3,7.11,15.0,0.85,0.6,0.35,0
2021,2,4,19,35.447026,129.441239,0.3,188.7,298.8,8.39,7,6.07,1.0,0.9,0.65,0.4,0
2021,2,4,20,35.446269,129.440223,0.2,187.0,320.8,24.87,8,7.51,15.0,0.95,0.7,0.5,0
2021,2,4,21,35.44625,129.440103,0.1,173.6,322.9,35.31,8,6.6,0.0,0.85,0.55,0.35,0
2021,2,4,22,35.446691,129.440223,0.2,199.0,292.9,34.36,8,4.33,15.0,0.8,0.6,0.4,0
2021,2,4,23,35.446086,129.439792,0.1,166.3,293.9,30.28,8,3.98,15.0,0.75,0.55,0.35,0
2021,2,5,0,35.446055,129.439861,0.2,156.9,294.6,22.43,8,2.91,15.0,0.65,0.5,0.3,0
2021,2,5,1,35.4473,129.441369,0.1,110.3,301.4,12.09,9,5.48,15.0,0.6,0.45,0.25,0
2021,2,5,2,35.447319,129.442142,0.2,178.2,281.8,4.62,6,6.34,14.0,0.55,0.45,0.25,0
2021,2,5,3,35.447722,129.437063,0.1,201.1,273.0,9.09,2,3.28,14.0,0.6,0.4,0.3,0
2021,2,5,4,35.453653,129.440372,0.1,223.6,257.4,10.75,5,2.23,2.0,0.6,0.4,0.25,0
2021,2,5,5,35.456204,129.442613,0.1,209.2,275.3,12.01,0,4.79,14.0,0.65,0.4,0.25,0
2021,2,5,6,35.456093,129.44223,0.2,197.7,279.1,9.55,0,7.1,14.0,0.6,0.35,0.25,0
2021,2,5,7,35.455653,129.442208,0.2,217.3,295.6,10.14,0,7.67,14.0,0.55,0.4,0.25,0
2021,2,5,8,35.455353,129.441914,0.2,213.5,309.0,7.46,5,5.94,14.0,0.6,0.35,0.25,0
2021,2,5,9,35.45527,129.44164,0.2,192.5,313.9,5.39,12,3.98,14.0,0.6,0.45,0.25,0
2021,2,5,10,35.455889,129.44235,0.2,211.0,293.9,10.45,15,5.14,14.0,0.65,0.5,0.3,0
2021,2,5,11,35.456544,129.441896,0.1,121.2,245.4,17.34,12,4.5,14.0,0.75,0.5,0.3,0
2021,2,6,14,35.462785,129.414911,0.4,129.4,238.2,8.63,2,6.22,8.0,0.65,0.4,0.25,0
2021,2,6,15,35.463525,129.414314,0.1,181.2,189.7,19.47,3,6.11,8.0,0.65,0.5,0.35,0
2021,2,6,16,35.463429,129.414602,0.1,188.8,205.5,29.32,3,6.18,9.0,0.85,0.55,0.35,0
2021,2,6,17,35.463395,129.414598,0.1,202.0,207.5,31.04,4,2.74,10.0,0.85,0.55,0.35,0
2021,2,6,18,35.463423,129.414644,0.1,202.2,208.0,26.76,4,1.36,14.0,0.65,0.45,0.35,0
2021,2,6,19,35.46343,129.41468,0.1,185.7,211.1,18.42,4,1.92,11.0,0.6,0.45,0.3,0
2021,2,6,20,35.463492,129.414497,0.1,281.5,200.1,11.82,3,3.88,12.0,0.6,0.45,0.3,0
2021,2,6,21,35.463473,129.414401,0.1,180.4,194.7,8.61,4,3.19,11.0,0.6,0.45,0.3,0
2021,2,6,22,35.463108,129.413469,0.1,231.4,134.2,8.27,11,2.99,11.0,0.8,0.5,0.3,0
